qid,query,retrieved,hit@1,ndcg@10,mrr@10,latency_ms
78495383450e02c5fe817e408726134b3084905d,A Direct Search Method to solve Economic Dispatch Problem with Valve-Point Effec,86e87db2dab958f1bd5877dc7d5b8105d6e31e46,1.0,0.3391602052736161,1.0,15.421
7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,Bearish-Bullish Sentiment Analysis on Financial Microblogs,97cb3258a85a447a61e3812846f7a6e72ff3c1e1,0.0,0.0,0.0,6.745
8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,Predicting defects in SAP Java code: An experience report,b4173ba51b02f530e196560c3d17bbd0c4ed131d,0.0,0.0,0.0,10.268
3a63667284dc8b9687ed1620406030bfe39af3c9,Active-Metric Learning for Classification of Remotely Sensed Hyperspectral Image,bf07d60ba6d6c6b8cabab72dfce06f203782df8f,1.0,0.3391602052736161,1.0,9.825
071f47b7bc5830643e31dbed82e0375bf9b26559,Ad Hoc Retrieval Experiments Using WordNet and Automatically Constructed Thesaur,37b0f219c1f2fbc4b432b24a5fe91dd733f19b7f,1.0,0.3903800499921017,1.0,12.241
ee9596725d1db17f2b1e2207dd3ea260343bfe4f,Underwater Acoustic Target Tracking: A Review,11897106a75d5ba3bf5fb4677943bd6f33daadf7,1.0,0.3391602052736161,1.0,8.023
a65196dfff31425281c690a7f2ca65247147da6b,Unsupervised Diverse Colorization via Generative Adversarial Networks,84ca84dad742749a827291e103cde8185cea1bcf,0.0,0.0,0.0,7.351
a04b5b99f5d9d8748843e870536a4a9f65562012,Lane Detection ( Part I ) : Mono-Vision Based Method,8b2ea3ecac8abd2357fbf8ca59ec31bad3191388,0.0,0.0,0.0,9.178
de8e80d409aaaa3244da4f2cb5b5bb053d453cee,Detection of distributed denial of service attacks using machine learning algori,aed183e7258aff722192ca8b2368b51a7f817b1a,0.0,0.0,0.0,16.828
ae0fb9c6ebb8ce12610c477d2388447a13dc4694,Distributed Privacy-Preserving Collaborative Intrusion Detection Systems for VAN,4e85503ef0e1559bc197bd9de0625b3792dcaa9b,0.0,0.0,0.0,7.845
648678f1edab0d2139958070744b826d2b24c79e,Social engineering attack framework,7c459c36e19629ff0dfb4bd0e541cc5d2d3f03e0,1.0,0.3391602052736161,1.0,3.741
8a6080396fa7195c7c627bea4b2aeeb9ca39b5f8,A Biologically Plausible Learning Rule for Deep Learning in the Brain,cfad94900162ffcbc5a975e348a5cdccdc1e8b07,0.0,0.0,0.0,12.086
4715401473dca02ebaa5bdd4d4003705ed91c380,Tampering with the Delivery of Blocks and Transactions in Bitcoin,5e86853f533c88a1996455d955a2e20ac47b3878,1.0,0.3391602052736161,1.0,12.798
6519bf5580fcdcc9c50fd72c6c8dc5d040d443e8,A survey of multi-source energy harvesting systems,eef7d32eca9a363c31151d2ac4873f98a93f02d2,0.0,0.0,0.0,7.863
3be10c45163c61dfb9f250412699b3f8cb0ada1d,Churn prediction in telecom using Random Forest and PSO based data balancing in ,7113af6cefeece031e00aac386c35fa17a87ca01,0.0,0.0,0.0,21.558
566c89a1ace18f57ac3212e6d62634b501990b31,Discovering social circles in ego networks,b2d9a76773ba090210145e0ab72a6e339c953461,0.0,0.0,0.0,5.891
370fda29c5aaff285311a87824c5f28db33da021,Permutation invariant training of deep models for speaker-independent multi-talk,7e0f013e85eff9b089f58d9a3e98605ae1a7ba18,1.0,0.3391602052736161,1.0,10.333
